epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,14.4544,0.91349,2.98567,0.96129,0.52684,0.90027,0.6442,0.48704,0.95243,2.60851,0.90719,0.0003334,0.0003334,0.0003334
2,29.6589,0.71488,1.46457,0.88023,0.39087,0.70005,0.39976,0.32315,0.74924,inf,0.89784,0.000676704,0.000676704,0.000676704
3,44.2336,0.72149,1.21812,0.8764,0.00254,0.03995,0.00135,0.00035,4.59364,inf,12.9041,0.00101308,0.00101308,0.00101308
4,58.0488,0.73425,1.09768,0.87641,0.00284,0.043,0.00121,0.0004,nan,nan,nan,0.00134252,0.00134252,0.00134252
5,72.2724,0.7203,1.07727,0.88709,0,0,0,0,5.18443,10.2231,15.8057,0.00160099,0.00160099,0.00160099
6,86.9948,0.74283,0.98344,0.88807,0.54027,0.70298,0.56864,0.43408,0.9094,3.22662,0.92533,0.00158448,0.00158448,0.00158448
7,100.999,0.6804,1.04775,0.85619,0,0,0,0,1.27845,19761.2,0.83979,0.00156798,0.00156798,0.00156798
8,116.36,0.70052,1.01215,0.87358,0,0,0,0,nan,nan,nan,0.00155148,0.00155148,0.00155148
9,131.479,0.68666,0.96566,0.86522,0.64188,0.57847,0.58071,0.45761,0.93718,1.13104,1.05341,0.00153497,0.00153497,0.00153497
10,147.497,0.67896,0.91283,0.86396,0.52143,0.8919,0.69059,0.55576,0.75093,1.81674,0.86061,0.00151847,0.00151847,0.00151847
11,168.233,0.69117,0.98118,0.86751,0.6951,0.73228,0.76116,0.6586,0.59617,1.15215,0.8252,0.00150197,0.00150197,0.00150197
12,183.306,0.68179,0.95097,0.86882,0.7394,0.75721,0.79235,0.63887,0.73641,0.91406,0.85234,0.00148546,0.00148546,0.00148546
13,199.998,0.67261,0.88365,0.85582,0.55809,0.93352,0.8103,0.6795,0.63404,2.43013,0.82438,0.00146896,0.00146896,0.00146896
14,221.078,0.69305,0.91524,0.86216,0.7971,0.801,0.84427,0.7286,0.59141,0.82362,0.81972,0.00145246,0.00145246,0.00145246
15,244.846,0.68356,0.87061,0.86958,0.81914,0.78,0.82474,0.69249,0.60967,0.83728,0.82783,0.00143595,0.00143595,0.00143595
16,265.512,0.71419,0.8684,0.8841,0.75473,0.74069,0.75981,0.64119,0.60711,0.91677,0.82003,0.00141945,0.00141945,0.00141945
17,281.808,0.69696,0.88133,0.87955,0.75297,0.79671,0.83753,0.72429,0.56465,0.86142,0.81052,0.00140295,0.00140295,0.00140295
18,302.587,0.68361,0.8206,0.86027,0.75956,0.77289,0.81331,0.69642,0.6047,0.89249,0.81825,0.00138644,0.00138644,0.00138644
19,319.149,0.67323,0.85318,0.86139,0.77454,0.7494,0.79378,0.67447,0.617,1.0125,0.82104,0.00136994,0.00136994,0.00136994
20,337.156,0.65598,0.81937,0.85996,0.81234,0.81404,0.84997,0.73904,0.56771,0.80056,0.82026,0.00135344,0.00135344,0.00135344
21,352.223,0.63445,0.81409,0.84951,0.71426,0.82692,0.81962,0.73516,0.44642,0.77851,0.79497,0.00133693,0.00133693,0.00133693
22,371.848,0.64531,0.78103,0.85476,0.83275,0.75532,0.83599,0.74421,0.50004,0.78821,0.79907,0.00132043,0.00132043,0.00132043
23,396.521,0.63421,0.80037,0.85321,0.78774,0.8182,0.84455,0.76029,0.44952,0.77788,0.79378,0.00130393,0.00130393,0.00130393
24,413.802,0.59689,0.82195,0.83871,0.69599,0.82584,0.83926,0.7373,0.49363,0.90742,0.80021,0.00128742,0.00128742,0.00128742
25,433.743,0.60117,0.84506,0.83957,0.69577,0.73834,0.75271,0.68235,0.42832,0.82769,0.79002,0.00127092,0.00127092,0.00127092
26,454.367,0.62407,0.76834,0.84864,0.82735,0.81664,0.88159,0.79215,0.45719,0.70765,0.79475,0.00125442,0.00125442,0.00125442
27,478.458,0.62117,0.75684,0.84281,0.72584,0.83203,0.88445,0.79547,0.4407,0.8669,0.7917,0.00123791,0.00123791,0.00123791
28,498.457,0.61096,0.78672,0.83858,0.8131,0.80227,0.84811,0.75645,0.47079,0.74293,0.79678,0.00122141,0.00122141,0.00122141
29,515.352,0.59762,0.76228,0.83626,0.81163,0.80106,0.85482,0.76644,0.45536,0.83494,0.79182,0.00120491,0.00120491,0.00120491
30,534.27,0.59658,0.7132,0.83751,0.67578,0.83094,0.8575,0.75582,0.51893,0.98083,0.80197,0.0011884,0.0011884,0.0011884
31,554.207,0.60894,0.73093,0.84447,0.8367,0.79939,0.86801,0.78062,0.47256,0.71848,0.7941,0.0011719,0.0011719,0.0011719
32,571.295,0.61099,0.76878,0.83703,0.82597,0.76988,0.83141,0.74825,0.43011,0.77264,0.7892,0.0011554,0.0011554,0.0011554
33,586.467,0.61713,0.73416,0.84208,0.83834,0.75395,0.843,0.75135,0.47187,0.96108,0.79667,0.00113889,0.00113889,0.00113889
34,601.168,0.59738,0.71265,0.84039,0.7861,0.80282,0.86007,0.76035,0.49294,0.77534,0.80023,0.00112239,0.00112239,0.00112239
35,618.456,0.56632,0.68685,0.83309,0.82559,0.79225,0.85146,0.75438,0.49287,0.76081,0.80292,0.00110589,0.00110589,0.00110589
36,636.301,0.57447,0.70024,0.8341,0.82291,0.83038,0.87612,0.78998,0.44651,0.76155,0.7947,0.00108938,0.00108938,0.00108938
37,652.634,0.60707,0.75749,0.83768,0.81105,0.80634,0.85982,0.78093,0.43773,0.80469,0.79167,0.00107288,0.00107288,0.00107288
38,673.079,0.58211,0.70771,0.8285,0.89108,0.78466,0.86588,0.77878,0.46117,0.73705,0.79315,0.00105638,0.00105638,0.00105638
39,693.541,0.5855,0.71879,0.8351,0.79307,0.82216,0.85774,0.76959,0.43547,0.71657,0.7928,0.00103987,0.00103987,0.00103987
40,708.872,0.58204,0.70431,0.83323,0.84842,0.82042,0.87734,0.79204,0.43299,0.74618,0.79127,0.00102337,0.00102337,0.00102337
41,726.724,0.56584,0.66969,0.83377,0.81081,0.80458,0.86715,0.78463,0.43919,0.8348,0.79101,0.00100687,0.00100687,0.00100687
42,746.816,0.56017,0.65274,0.82095,0.82689,0.81866,0.88928,0.80621,0.43012,0.66823,0.78963,0.000990365,0.000990365,0.000990365
43,769.555,0.57153,0.70948,0.83046,0.78659,0.76443,0.83538,0.74707,0.46483,0.95248,0.79567,0.000973861,0.000973861,0.000973861
44,785.985,0.58443,0.68605,0.83469,0.84148,0.83059,0.8826,0.78991,0.4455,0.66878,0.79003,0.000957358,0.000957358,0.000957358
45,804.43,0.56648,0.66753,0.82921,0.82243,0.81963,0.87165,0.7873,0.43145,0.70577,0.78863,0.000940855,0.000940855,0.000940855
46,821.015,0.57845,0.68733,0.83405,0.83115,0.8374,0.87681,0.7903,0.45168,0.67001,0.79035,0.000924352,0.000924352,0.000924352
47,841.099,0.58475,0.66665,0.83225,0.82034,0.80746,0.87652,0.7901,0.44345,0.71322,0.7903,0.000907848,0.000907848,0.000907848
48,856.803,0.56988,0.63986,0.83226,0.84041,0.77305,0.86751,0.77792,0.4534,0.9255,0.79248,0.000891345,0.000891345,0.000891345
49,874.157,0.54356,0.63386,0.82853,0.86682,0.78687,0.86824,0.78962,0.40912,0.68253,0.78542,0.000874842,0.000874842,0.000874842
50,894.864,0.55692,0.63514,0.83308,0.81762,0.83572,0.88296,0.79655,0.44695,0.70391,0.79142,0.000858338,0.000858338,0.000858338
51,910.043,0.57066,0.63383,0.82599,0.83193,0.82359,0.88002,0.79279,0.4478,0.71823,0.79235,0.000841835,0.000841835,0.000841835
52,929.926,0.55607,0.61064,0.82887,0.85464,0.80051,0.87332,0.78207,0.48331,0.75386,0.79472,0.000825332,0.000825332,0.000825332
53,947.646,0.55385,0.60002,0.82684,0.80517,0.80458,0.85638,0.78069,0.41604,0.80898,0.78685,0.000808828,0.000808828,0.000808828
54,966.256,0.55134,0.59127,0.82787,0.8304,0.81993,0.87646,0.7884,0.44825,0.69784,0.79061,0.000792325,0.000792325,0.000792325
55,982.163,0.56269,0.61649,0.82653,0.80785,0.82143,0.87265,0.78458,0.43161,0.79779,0.78945,0.000775822,0.000775822,0.000775822
56,1001.12,0.56114,0.60747,0.82968,0.84738,0.82123,0.88886,0.80554,0.41534,0.65073,0.78834,0.000759318,0.000759318,0.000759318
57,1015.92,0.53713,0.59567,0.81658,0.8362,0.82112,0.8673,0.78646,0.41628,0.67101,0.78765,0.000742815,0.000742815,0.000742815
58,1034.39,0.55045,0.56913,0.8314,0.82893,0.81459,0.87983,0.79611,0.44093,0.74316,0.78837,0.000726312,0.000726312,0.000726312
59,1053.98,0.55016,0.57888,0.82034,0.85759,0.81933,0.8727,0.78778,0.4486,0.70291,0.79182,0.000709809,0.000709809,0.000709809
60,1073.24,0.53998,0.57136,0.82245,0.82724,0.7996,0.85609,0.78015,0.42736,0.75753,0.7873,0.000693305,0.000693305,0.000693305
61,1093.22,0.56212,0.57794,0.82544,0.85615,0.81987,0.89251,0.81559,0.41409,0.67256,0.78545,0.000676802,0.000676802,0.000676802
62,1117.29,0.53864,0.55625,0.81704,0.86815,0.8078,0.88746,0.81388,0.39877,0.65646,0.7843,0.000660299,0.000660299,0.000660299
63,1132.68,0.52682,0.54904,0.81985,0.83455,0.81761,0.87785,0.80372,0.39716,0.69852,0.7837,0.000643795,0.000643795,0.000643795
64,1147.49,0.52652,0.57621,0.82073,0.82159,0.76202,0.82308,0.75154,0.41291,0.94647,0.78532,0.000627292,0.000627292,0.000627292
65,1162.83,0.53171,0.56321,0.8281,0.85701,0.79734,0.86928,0.78959,0.4266,0.6906,0.78892,0.000610789,0.000610789,0.000610789
66,1183.61,0.52526,0.54478,0.82058,0.79892,0.84343,0.88361,0.80536,0.41091,0.68568,0.78559,0.000594286,0.000594286,0.000594286
67,1199.42,0.52882,0.5621,0.82407,0.83408,0.84001,0.88679,0.808,0.42108,0.68255,0.78571,0.000577782,0.000577782,0.000577782
68,1218.54,0.53712,0.54181,0.81662,0.87239,0.79898,0.88089,0.80551,0.40275,0.69904,0.78432,0.000561279,0.000561279,0.000561279
69,1237.15,0.51416,0.51483,0.82538,0.86909,0.81794,0.89217,0.82078,0.3975,0.66802,0.78319,0.000544776,0.000544776,0.000544776
70,1253.71,0.52609,0.51654,0.81539,0.86176,0.82163,0.87364,0.80153,0.39143,0.74851,0.78219,0.000528272,0.000528272,0.000528272
71,1273.66,0.52448,0.52439,0.82043,0.84764,0.77993,0.84187,0.76903,0.41328,0.88127,0.78476,0.000511769,0.000511769,0.000511769
72,1294.12,0.51979,0.51115,0.82001,0.85232,0.80242,0.87348,0.79804,0.40893,0.65463,0.78435,0.000495266,0.000495266,0.000495266
73,1314.61,0.51601,0.50255,0.82175,0.84117,0.81228,0.8718,0.79696,0.39986,0.71591,0.78319,0.000478762,0.000478762,0.000478762
74,1333.54,0.52221,0.50614,0.82109,0.85272,0.82703,0.87467,0.79928,0.41809,0.70104,0.78519,0.000462259,0.000462259,0.000462259
75,1353.47,0.5229,0.48515,0.82089,0.82499,0.81162,0.86266,0.79007,0.40158,0.77174,0.78213,0.000445756,0.000445756,0.000445756
76,1369,0.51267,0.48188,0.8169,0.83739,0.81932,0.87999,0.8066,0.40047,0.67983,0.78323,0.000429253,0.000429253,0.000429253
77,1386.48,0.50416,0.48882,0.81512,0.7996,0.76761,0.83764,0.77232,0.39213,0.85237,0.78287,0.000412749,0.000412749,0.000412749
78,1406.78,0.51113,0.51719,0.82246,0.80797,0.83575,0.87265,0.80245,0.38801,0.64886,0.78119,0.000396246,0.000396246,0.000396246
79,1422.98,0.50637,0.50274,0.81714,0.84005,0.81933,0.87167,0.80053,0.39881,0.75899,0.78221,0.000379743,0.000379743,0.000379743
80,1444.17,0.50371,0.48519,0.81917,0.89728,0.80473,0.88908,0.81504,0.40412,0.67135,0.78282,0.000363239,0.000363239,0.000363239
81,1463.89,0.51232,0.46507,0.82358,0.87745,0.81001,0.89424,0.82432,0.38905,0.62808,0.78176,0.000346736,0.000346736,0.000346736
82,1487.54,0.50401,0.44112,0.81545,0.87445,0.81437,0.88827,0.81258,0.41313,0.67368,0.78294,0.000330233,0.000330233,0.000330233
83,1507.81,0.50641,0.45835,0.81905,0.77719,0.8194,0.85236,0.78485,0.38819,0.73156,0.7811,0.000313729,0.000313729,0.000313729
84,1527.54,0.49545,0.45151,0.81459,0.87836,0.79898,0.86191,0.78758,0.41325,0.83716,0.78453,0.000297226,0.000297226,0.000297226
85,1547.97,0.49914,0.44095,0.81047,0.85154,0.79933,0.8548,0.78482,0.39916,0.79815,0.78285,0.000280723,0.000280723,0.000280723
86,1566.92,0.50428,0.43791,0.81394,0.84218,0.79107,0.86073,0.78616,0.40662,0.82865,0.78397,0.00026422,0.00026422,0.00026422
87,1587.52,0.49753,0.43166,0.80812,0.87773,0.81408,0.88734,0.81722,0.38534,0.63885,0.78058,0.000247716,0.000247716,0.000247716
88,1607.81,0.49944,0.42258,0.81573,0.8597,0.81846,0.8755,0.80547,0.38532,0.68786,0.78106,0.000231213,0.000231213,0.000231213
89,1626.8,0.49211,0.40738,0.808,0.87569,0.81768,0.88511,0.81658,0.38241,0.68176,0.78049,0.00021471,0.00021471,0.00021471
90,1643.08,0.48772,0.40454,0.80972,0.86825,0.81939,0.87919,0.80421,0.40955,0.69685,0.78228,0.000198206,0.000198206,0.000198206
91,1664.19,0.48829,0.41891,0.80933,0.84756,0.82582,0.87979,0.81009,0.38344,0.71874,0.78056,0.000181703,0.000181703,0.000181703
92,1683.79,0.4893,0.39853,0.8136,0.88337,0.82841,0.89129,0.81899,0.39348,0.69414,0.78122,0.0001652,0.0001652,0.0001652
93,1704.19,0.49304,0.41793,0.8084,0.86924,0.82148,0.87957,0.80995,0.38443,0.74094,0.78084,0.000148696,0.000148696,0.000148696
94,1724.46,0.49574,0.40814,0.81216,0.88765,0.82089,0.8868,0.81581,0.38966,0.65452,0.78216,0.000132193,0.000132193,0.000132193
95,1745.17,0.50023,0.40196,0.81401,0.89876,0.81604,0.88992,0.81861,0.38321,0.64894,0.78047,0.00011569,0.00011569,0.00011569
96,1765.11,0.49347,0.39012,0.81283,0.90183,0.80674,0.88733,0.81705,0.38001,0.63964,0.77981,9.91865e-05,9.91865e-05,9.91865e-05
97,1780.71,0.48354,0.37856,0.81834,0.86461,0.82484,0.88365,0.81438,0.38316,0.65514,0.78036,8.26832e-05,8.26832e-05,8.26832e-05
98,1800.2,0.48423,0.36891,0.80782,0.84471,0.83928,0.88536,0.81503,0.38846,0.69127,0.78086,6.61799e-05,6.61799e-05,6.61799e-05
99,1817.52,0.48257,0.38463,0.81201,0.86044,0.8319,0.88502,0.81593,0.38597,0.70826,0.78078,4.96766e-05,4.96766e-05,4.96766e-05
100,1835,0.48913,0.37659,0.806,0.86291,0.8382,0.88477,0.81588,0.38615,0.68585,0.78094,3.31733e-05,3.31733e-05,3.31733e-05
